"Production_Budget_USD","Worldwide_Gross_USD"
1700000,12231500
5e+06,86362372
6.1e+07,368567189
1.6e+07,20769209
6500000,256873813
1400000,1945420
1.5e+07,52501541
6.6e+07,194169619
1e+07,7843145
6e+06,3485383
2e+05,3648
8.5e+07,276014965
5.5e+07,79312301
2.6e+07,2923959
1e+07,1069454
1150000,63777092
1e+05,59424
1.3e+08,352831065
3.5e+07,18376443
3e+05,3496
1.7e+08,714401889
13300000,7229933
4500000,11774
1.2e+07,100919111
1e+08,103039258
4e+06,21206861
4e+07,195111193
2.8e+07,73421224
420000,435168
3.4e+07,10392666
2300000,59696
1.65e+08,668913307
1.6e+08,529076069
2.5e+07,39217912
1.6e+07,7585011
2e+08,747862775
4.5e+07,127990741
1.8e+08,758536735
4e+07,86778557
4.4e+07,12342632
1.78e+08,370541256
1.2e+07,307166834
4357373,1200000
1e+06,3324070
250000,18823
1.45e+08,616102924
5e+07,331333876
8500000,3180252
1300000,16653
9e+06,3440939
1e+05,20056
4e+07,65282732
2.4e+07,70027933
2.1e+08,NA
4e+07,88069880
8e+06,68838736
3e+06,82780
7e+07,158702748
6e+07,457729388
1.45e+08,269806430
1.1e+08,330780051
3.1e+07,164350409
4e+06,1158877
1.65e+08,652127828
1.5e+07,123327692
1e+07,109144
5e+07,156399644
4e+07,126069509
9e+06,111534881
6e+06,6591365
1e+06,852399
1e+08,243388614
4e+07,457507776
1.8e+07,17360801
1.5e+07,36068890
70000,30312
1.25e+08,485004754
5e+07,156602194
2.2e+07,94270488
1.7e+07,136890774
1e+08,209461378
2.5e+07,55090374
3e+06,78948
250000,12848
6.5e+07,39499349
1.5e+07,30138912
1.1e+07,78356170
1.5e+07,34820335
5e+06,41824066
750000,59656
7e+07,20107933
1.8e+07,270944428
5e+06,10537341
1e+06,1156309
3.4e+07,348319861
2.8e+07,62108587
2e+07,41296320
3e+06,1821983
2e+06,72277
8e+05,35688
6e+07,111946251
5.5e+07,192903624
1e+07,552641
5e+06,927074
1600000,242443
7e+07,58953319
4e+07,149804632
2.3e+07,48531242
950000,78122
5e+05,1822
7e+07,220241723
5e+07,76119388
2.8e+07,101379287
1.5e+07,29050
1.3e+07,54837234
5e+06,17499242
5e+06,6656705
3300000,33474334
2e+06,6049171
2.5e+07,38718031
8e+07,210253368
5e+07,97651543
2.6e+07,41059418
1.8e+07,103215094
5e+06,567219
1500000,236863
1e+06,9837
3e+07,76235001
5e+06,103683342
1e+06,549185
2.2e+07,19563579
8500000,50334418
3e+05,177507
1.3e+08,493738435
2.5e+07,29276904
1.8e+07,23910210
5e+06,44115496
4e+06,373375
1.7e+08,710644566
4e+06,57273049
450000,13486
4e+07,156553592
1.6e+07,3442853
1e+07,3168858
7e+06,14618727
1.25e+08,766652288
1100000,2636
1.32e+08,367650911
4e+07,105945357
1.5e+07,227773686
1e+06,288757
1.2e+08,242981799
3.6e+07,57824533
13200000,54323210
12600000,19054534
5e+06,851690
1e+06,5797192
550000,9111
1.4e+08,268314513
2e+07,8692898
1.2e+07,25514848
2.5e+08,955119788
1.27e+08,356546621
6.5e+07,139840525
1.4e+07,25187026
6.5e+07,163527824
5.8e+07,547326372
5e+07,203502372
1e+07,27317872
1e+07,173613
4e+07,196090
2e+07,6071433
3e+06,4668109
750000,NA
1.1e+07,56758138
2.5e+08,NA
1.55e+08,440160956
14500000,123709460
1.5e+07,3471
25000,428923
3e+07,25199891
7e+07,19548419
5.5e+07,259541430
2.3e+07,80171596
5e+06,41699612
9e+06,2243
3300000,40262
6e+07,30396134
6e+06,32544
5500000,24956
4900000,17561100
4e+06,52819253
3e+07,929157
1.2e+07,32248241
9e+06,21571189
7e+06,35919
4e+06,4854356
1300000,288751
1.08e+08,663851905
5e+07,15505922
7e+06,1732228
9.4e+07,404561724
4e+07,570998101
2e+06,147299
1e+06,15156
1.7e+07,45707924
1.4e+07,12452601
8500000,43528634
7500000,13524
6.5e+07,154362963
5e+06,35341814
4e+06,760678
180000,17503
1.9e+08,NA
3e+07,46225326
9.5e+07,534551353
5e+07,66961644
3.5e+07,11106
1e+07,11894
2e+06,20649774
2.6e+07,135436
1.1e+08,295279072
4e+07,13644292
1e+07,7501132
2300000,14305540
250000,3234
1.3e+08,386069390
4e+07,106511453
1e+07,13423176
6.5e+07,122519874
2.2e+07,69698495
3e+06,379161
1.1e+07,62076141
1.5e+07,61788393
7700000,1080428
5e+07,3434330
3.8e+07,107597242
1e+06,62561449
150000,7193
3e+07,69057415
2.5e+07,129115
22500000,30864649
2e+07,17684355
1900000,478595
1.5e+07,17224539
5500000,863895
6.5e+07,233125712
3e+07,168832
14500000,565801
1e+07,120678444
2.5e+07,101937062
1.5e+08,370742166
2.9e+07,287130801
5e+06,7556
1e+06,1036
1.7e+08,207283457
3.5e+07,95825125
8e+06,53086
6e+05,3301
1.1e+08,469590832
3.7e+07,24935799
2e+07,774905
1.79e+08,181982519
9.5e+07,110623265
7.4e+07,311594032
4.9e+07,105002056
3.5e+07,12819501
1e+07,90384306
1500000,113169
3e+08,879620923
9.9e+07,250474038
2e+07,92217729
1.75e+08,853707581
7e+06,18190831
4e+06,797439
2e+05,1165996
6.8e+07,217022588
2e+07,43658157
1.7e+07,1973945
2.6e+07,34246770
2e+06,45431
1.2e+08,167117548
1.8e+07,41148679
5e+06,58978653
2e+06,2279959
1.3e+08,518602163
3.5e+07,140949327
75000,8799
9e+07,244126300
3e+07,94207861
1.3e+07,14999638
1.2e+07,85512300
3.1e+07,100655892
1.5e+08,700868363
3.3e+07,357687
1e+06,101531
50000,8374
3.5e+07,45680201
1.1e+07,74056184
9e+06,1242
4500000,597989
7.5e+07,105445109
2.8e+07,202043881
1.3e+07,17856688
7e+06,2053330
3.5e+07,81967450
2.8e+07,28208085
1e+07,54104225
150000,5858
5e+06,42844516
3e+06,73975239
2e+06,10166209
1200000,3048209
850000,3256
4.8e+07,327656424
2e+07,66776908
7500000,32572
1.5e+08,123888320
3e+07,35579007
1.2e+07,6553186
6.5e+07,221662676
6.1e+07,310697192
5.3e+07,98837872
3e+07,78571737
2e+06,2791973
1200000,4254
8e+07,470751398
4e+07,197232734
1e+06,12931569
1500000,2105
3.5e+07,61173364
2.5e+07,91116
1e+07,314073
3.4e+07,63802928
1.3e+07,38976797
4e+06,324218
1e+06,6870
7.4e+07,NA
4e+07,26736665
2.6e+07,33713827
1e+07,161097
1e+05,41753881
5.8e+07,158905324
5.5e+07,75466595
4e+07,162610473
1.5e+07,6832542
1.3e+07,36262783
8e+07,131234406
1.4e+07,34044909
1e+07,78096553
5e+06,2368937
2e+06,481525
3e+05,1711
2.8e+07,8592432
2e+07,32632668
2e+07,14883495
1.5e+07,14947243
1.8e+07,60264805
5e+06,98595211
5e+06,4816142
1.2e+07,14616
1e+08,90420758
2.8e+07,133162752
1e+06,NA
2.5e+07,28400715
2e+07,2246000
2e+07,3727746
1.8e+07,42167286
8900000,3324184
1.6e+08,650523427
2.5e+07,52427346
2.5e+07,42642077
2e+07,30808558
7e+06,103962
450000,42503
187500000,334342692
4e+07,33175076
3.7e+07,173567581
2.15e+08,NA
8e+06,9266180
3.06e+08,NA
9e+07,249520430
3e+07,106030660
1e+08,128131571
6.2e+07,145443360
6e+07,101134059
5e+07,238757137
3.5e+07,50363790
8e+06,5531455
8e+07,4547660
4.2e+07,182156
3e+07,141661
1.5e+07,3454036
7e+06,1391410
2700000,8200000
2e+06,NA
1900000,12444
1e+06,17721
560000,8462
168000,29827
5e+06,23565072
9e+05,9097072
1.8e+08,349143061
1.4e+08,154110769
1e+07,118557124
1.4e+07,11354230
5e+07,69411370
4e+07,124827316
1.8e+07,27392196
5.6e+07,386096060
3.8e+07,110678636
3.6e+07,156835197
11500000,99930262
1e+07,68220952
1.4e+08,518614384
7e+07,48197252
2.5e+07,2976636
5e+06,20765353
2e+07,19450780
8e+06,7315248
5e+06,2199
9e+06,25077411
60720000,552198479
2e+07,46164361
5e+06,22178125
3500000,40454520
1.4e+08,133553464
2.3e+07,45121177
2e+07,25943792
1.35e+08,245623848
2e+07,205445075
2e+07,9537120
3500000,29233
170000,169242
1.3e+07,73798720
1.1e+08,171484051
1.8e+07,6841142
2.5e+08,868160194
1.8e+07,91651878
1e+07,5437126
1.5e+08,NA
6e+07,193857962
3.5e+07,24915969
6e+05,7943
1.65e+08,677541920
1.25e+08,344780046
4e+07,158701644
1.75e+08,963901123
31500000,38771262
2e+07,54404202
1.8e+07,6784
5e+06,3807503
1.15e+08,165149302
3e+06,7445044
1500000,510957
2e+07,11813410
1.5e+07,20609977
6e+07,194058503
2.8e+07,16311335
2.2e+07,64171419
1.1e+07,2124005
1.75e+08,746100054
12700000,49196532
2.7e+07,93469699
4e+06,10898293
7.3e+07,352829528
5e+07,57261763
3.5e+07,108758521
1.78e+08,542742489
1.7e+08,277442381
2.5e+08,NA
9e+06,7714549
7e+06,10237239
2e+08,NA
5e+07,217196811
1.65e+08,387644286
5e+07,23152062
1.3e+07,118888025
7500000,3559803
3e+06,5100863
2500000,23014021
4.5e+07,170327930
1e+07,16084310
8500000,23311425
47500000,18329653
1.44e+08,229034050
5e+06,13099931
1.85e+08,336398312
1.05e+08,403841637
5e+06,148868835
3e+06,4417983
2e+07,61680792
1.2e+08,416197059
2e+07,181457297
1.35e+08,532950503
1e+07,40055439
3500000,182695
3e+07,1769316
2.9e+07,78652395
1e+06,354836
7.5e+07,875958307
3.3e+07,75909673
9.5e+07,88725100
5.5e+07,74545591
5e+07,83034523
2e+07,4754517
1e+07,158185073
9e+06,2000093
6e+07,238552082
1e+07,30629507
1e+07,150191
4.5e+07,91342494
2e+07,433574208
5e+07,34301950
3.5e+07,203555567
1e+07,37493221
9e+07,159762983
7e+07,174102281
11900000,24041617
1.56e+08,113611666
1.1e+08,296642834
1.6e+08,433125655
9e+07,328675540
4e+07,311270008
1.7e+07,5653176
4e+07,153060045
1e+07,23591043
2100000,3330
6e+07,160038407
2e+07,73206343
9e+06,81831866
1500000,55800987
1500000,2082980
7.5e+07,219572877
3.5e+07,28721408
16800000,7313697
1.3e+07,34916128
5e+06,108286422
5e+06,9669521
1e+06,63014
4.7e+07,203178872
4e+07,25863458
4e+07,1079040
1.7e+07,42141196
1e+07,8457974
1.8e+08,803798342
22500000,30719170
1.6e+07,6248077
9e+06,18802255
8500000,75740479
8e+06,8370555
1.5e+08,639537208
26700000,3871448
1.8e+07,5823540
1.2e+07,145712897
77500000,90905178
5.8e+07,801029249
5e+07,55348693
3.7e+07,99595932
6.5e+07,137768975
2.9e+07,44267641
1.9e+07,140428314
1.2e+07,37584304
2e+08,NA
3.6e+07,85315070
1.25e+08,240497948
1.1e+08,302211243
7.5e+07,627886287
4e+07,44383030
46500000,16149791
3.8e+07,117523786
6.5e+07,21778555
2.5e+07,229518131
4400000,9969237
1.25e+08,61681268
7400000,25863405
8.5e+07,345114933
1.5e+07,18301418
5e+06,276841585
4e+07,307353906
2.5e+07,189922583
27000,3547
6840000,22273
1.5e+08,785964691
3.8e+07,87098466
1.5e+08,331775766
2.5e+07,40287017
1.5e+07,4892
6e+07,20830546
29200000,5278519
2.1e+07,606162
5e+06,251359904
2.5e+07,82991460
2e+06,35312
1.27e+08,615577068
1.6e+08,NA
1.8e+07,42067430
5e+06,10744134
1.2e+08,140845191
5.8e+07,100993260
2.5e+07,23190697
1.25e+08,492557218
1.1e+08,167918847
2.5e+08,NA
3.6e+07,1480089
9e+07,10020889
1.2e+07,15668012
1e+07,3565109
3e+07,184075552
2e+07,43326383
1.8e+07,33907844
2e+08,858470006
2.3e+07,58807172
2.2e+07,35409686
1e+07,45921140
6e+07,169740988
2.3e+08,776037086
4.3e+07,45095823
4.5e+07,54855235
2e+07,41015970
2.17e+08,568923844
3.4e+07,139359078
7.5e+07,823755831
4e+07,30576502
1100000,27561
6e+07,197242826
2.4e+07,78714211
1.75e+08,638087983
1.52e+08,225986078
1.2e+07,19379463
1.8e+08,52573132
1.5e+08,235907054
2.8e+07,69290699
5e+07,27366288
3e+07,23095325
1e+06,130874
3e+07,48048527
4e+06,36630
1.95e+08,397644453
5e+06,17250101
8e+07,310940997
5.5e+07,376856949
4e+07,166893990
1.85e+08,561137727
1.75e+08,140012608
4.2e+07,57850343
